,Indicator,Group,Subgroup,Phase,Time Period,Value,Spread
1653,Prescription Medication And/Or Counseling or Therapy,By State,West Virginia,3 (Oct 28 � Dec 21),18,30.9,6.850000000000001
1654,Prescription Medication And/Or Counseling or Therapy,By State,Wisconsin,3 (Oct 28 � Dec 21),18,23.5,5.1
1655,Prescription Medication And/Or Counseling or Therapy,By State,Wyoming,3 (Oct 28 � Dec 21),18,23.8,4.5
1656,"No Treatment, Despite Individual's Need of Treatment",National Estimate,United States,3 (Oct 28 � Dec 21),18,11.2,0.4499999999999993
1657,"No Treatment, Despite Individual's Need of Treatment",By Age,18 - 29 years,3 (Oct 28 � Dec 21),18,21.6,2.25
1658,"No Treatment, Despite Individual's Need of Treatment",By Age,30 - 39 years,3 (Oct 28 � Dec 21),18,16.1,1.4000000000000004
1659,"No Treatment, Despite Individual's Need of Treatment",By Age,40 - 49 years,3 (Oct 28 � Dec 21),18,11.0,1.0999999999999996
1660,"No Treatment, Despite Individual's Need of Treatment",By Age,50 - 59 years,3 (Oct 28 � Dec 21),18,9.7,1.1500000000000004
1661,"No Treatment, Despite Individual's Need of Treatment",By Age,60 - 69 years,3 (Oct 28 � Dec 21),18,5.6,0.9499999999999997
1662,"No Treatment, Despite Individual's Need of Treatment",By Age,70 - 79 years,3 (Oct 28 � Dec 21),18,3.6,0.8500000000000001
1664,"No Treatment, Despite Individual's Need of Treatment",By Sex,Male,3 (Oct 28 � Dec 21),18,9.1,0.7999999999999998
1665,"No Treatment, Despite Individual's Need of Treatment",By Sex,Female,3 (Oct 28 � Dec 21),18,13.2,0.6000000000000005
1666,"No Treatment, Despite Individual's Need of Treatment",By Presence of Symptoms of Anxiety/Depression,Did not experience symptoms of anxiety/depression in the past 4 weeks,3 (Oct 28 � Dec 21),18,2.8,0.30000000000000004
1667,"No Treatment, Despite Individual's Need of Treatment",By Presence of Symptoms of Anxiety/Depression,Experienced symptoms of anxiety/depression in past 4 weeks,3 (Oct 28 � Dec 21),18,23.3,1.0999999999999996
1668,"No Treatment, Despite Individual's Need of Treatment",By Race/Hispanic ethnicity,Hispanic or Latino,3 (Oct 28 � Dec 21),18,14.5,2.000000000000001
1669,"No Treatment, Despite Individual's Need of Treatment",By Race/Hispanic ethnicity,"Non-Hispanic White, single race",3 (Oct 28 � Dec 21),18,10.2,0.5500000000000007
1670,"No Treatment, Despite Individual's Need of Treatment",By Race/Hispanic ethnicity,"Non-Hispanic Black, single race",3 (Oct 28 � Dec 21),18,12.1,2.1500000000000004
1671,"No Treatment, Despite Individual's Need of Treatment",By Race/Hispanic ethnicity,"Non-Hispanic Asian, single race",3 (Oct 28 � Dec 21),18,9.6,2.3999999999999995
1672,"No Treatment, Despite Individual's Need of Treatment",By Race/Hispanic ethnicity,"Non-Hispanic, other races and multiple races",3 (Oct 28 � Dec 21),18,14.7,2.6500000000000004
1673,"No Treatment, Despite Individual's Need of Treatment",By Education,Less than a high school diploma,3 (Oct 28 � Dec 21),18,11.8,3.55
1674,"No Treatment, Despite Individual's Need of Treatment",By Education,High school diploma or GED,3 (Oct 28 � Dec 21),18,9.3,1.2999999999999998
1675,"No Treatment, Despite Individual's Need of Treatment",By Education,Some college/Associate's degree,3 (Oct 28 � Dec 21),18,13.4,1.0499999999999998
1676,"No Treatment, Despite Individual's Need of Treatment",By Education,Bachelor's degree or higher,3 (Oct 28 � Dec 21),18,10.8,0.5
1677,"No Treatment, Despite Individual's Need of Treatment",By State,Alabama,3 (Oct 28 � Dec 21),18,7.8,2.6500000000000004
1678,"No Treatment, Despite Individual's Need of Treatment",By State,Alaska,3 (Oct 28 � Dec 21),18,11.3,2.75
1679,"No Treatment, Despite Individual's Need of Treatment",By State,Arizona,3 (Oct 28 � Dec 21),18,10.8,2.75
1680,"No Treatment, Despite Individual's Need of Treatment",By State,Arkansas,3 (Oct 28 � Dec 21),18,12.1,3.8500000000000005
1681,"No Treatment, Despite Individual's Need of Treatment",By State,California,3 (Oct 28 � Dec 21),18,14.1,2.249999999999999
1682,"No Treatment, Despite Individual's Need of Treatment",By State,Colorado,3 (Oct 28 � Dec 21),18,15.4,3.450000000000001
1683,"No Treatment, Despite Individual's Need of Treatment",By State,Connecticut,3 (Oct 28 � Dec 21),18,8.6,2.5000000000000004
1684,"No Treatment, Despite Individual's Need of Treatment",By State,Delaware,3 (Oct 28 � Dec 21),18,14.3,6.5
1685,"No Treatment, Despite Individual's Need of Treatment",By State,District of Columbia,3 (Oct 28 � Dec 21),18,14.1,4.9
1686,"No Treatment, Despite Individual's Need of Treatment",By State,Florida,3 (Oct 28 � Dec 21),18,8.9,2.4
1687,"No Treatment, Despite Individual's Need of Treatment",By State,Georgia,3 (Oct 28 � Dec 21),18,11.7,4.1000000000000005
1688,"No Treatment, Despite Individual's Need of Treatment",By State,Hawaii,3 (Oct 28 � Dec 21),18,6.7,2.3000000000000003
1689,"No Treatment, Despite Individual's Need of Treatment",By State,Idaho,3 (Oct 28 � Dec 21),18,10.6,2.5500000000000007
1690,"No Treatment, Despite Individual's Need of Treatment",By State,Illinois,3 (Oct 28 � Dec 21),18,10.1,2.25
1691,"No Treatment, Despite Individual's Need of Treatment",By State,Indiana,3 (Oct 28 � Dec 21),18,12.7,2.9000000000000004
1692,"No Treatment, Despite Individual's Need of Treatment",By State,Iowa,3 (Oct 28 � Dec 21),18,12.0,3.0
1693,"No Treatment, Despite Individual's Need of Treatment",By State,Kansas,3 (Oct 28 � Dec 21),18,12.5,3.0500000000000007
1694,"No Treatment, Despite Individual's Need of Treatment",By State,Kentucky,3 (Oct 28 � Dec 21),18,12.6,4.7
1695,"No Treatment, Despite Individual's Need of Treatment",By State,Louisiana,3 (Oct 28 � Dec 21),18,9.4,2.9499999999999997
1696,"No Treatment, Despite Individual's Need of Treatment",By State,Maine,3 (Oct 28 � Dec 21),18,11.6,3.95
1697,"No Treatment, Despite Individual's Need of Treatment",By State,Maryland,3 (Oct 28 � Dec 21),18,9.8,2.9
1698,"No Treatment, Despite Individual's Need of Treatment",By State,Massachusetts,3 (Oct 28 � Dec 21),18,10.9,2.5999999999999996
1699,"No Treatment, Despite Individual's Need of Treatment",By State,Michigan,3 (Oct 28 � Dec 21),18,9.1,2.1000000000000005
1700,"No Treatment, Despite Individual's Need of Treatment",By State,Minnesota,3 (Oct 28 � Dec 21),18,11.1,2.3999999999999995
1701,"No Treatment, Despite Individual's Need of Treatment",By State,Mississippi,3 (Oct 28 � Dec 21),18,11.8,5.45
1702,"No Treatment, Despite Individual's Need of Treatment",By State,Missouri,3 (Oct 28 � Dec 21),18,11.4,3.45
1703,"No Treatment, Despite Individual's Need of Treatment",By State,Montana,3 (Oct 28 � Dec 21),18,7.4,2.6500000000000004
1704,"No Treatment, Despite Individual's Need of Treatment",By State,Nebraska,3 (Oct 28 � Dec 21),18,9.1,2.8
1705,"No Treatment, Despite Individual's Need of Treatment",By State,Nevada,3 (Oct 28 � Dec 21),18,11.8,4.250000000000001
1706,"No Treatment, Despite Individual's Need of Treatment",By State,New Hampshire,3 (Oct 28 � Dec 21),18,7.9,2.0
1707,"No Treatment, Despite Individual's Need of Treatment",By State,New Jersey,3 (Oct 28 � Dec 21),18,9.2,2.95
1708,"No Treatment, Despite Individual's Need of Treatment",By State,New Mexico,3 (Oct 28 � Dec 21),18,14.1,4.3999999999999995
1709,"No Treatment, Despite Individual's Need of Treatment",By State,New York,3 (Oct 28 � Dec 21),18,6.8,1.5999999999999996
1710,"No Treatment, Despite Individual's Need of Treatment",By State,North Carolina,3 (Oct 28 � Dec 21),18,10.4,4.05
1711,"No Treatment, Despite Individual's Need of Treatment",By State,North Dakota,3 (Oct 28 � Dec 21),18,8.8,3.5500000000000003
1712,"No Treatment, Despite Individual's Need of Treatment",By State,Ohio,3 (Oct 28 � Dec 21),18,10.0,3.1
1713,"No Treatment, Despite Individual's Need of Treatment",By State,Oklahoma,3 (Oct 28 � Dec 21),18,16.9,4.4
1714,"No Treatment, Despite Individual's Need of Treatment",By State,Oregon,3 (Oct 28 � Dec 21),18,15.5,3.1500000000000004
1715,"No Treatment, Despite Individual's Need of Treatment",By State,Pennsylvania,3 (Oct 28 � Dec 21),18,9.9,2.5999999999999996
1716,"No Treatment, Despite Individual's Need of Treatment",By State,Rhode Island,3 (Oct 28 � Dec 21),18,10.2,4.3999999999999995
1717,"No Treatment, Despite Individual's Need of Treatment",By State,South Carolina,3 (Oct 28 � Dec 21),18,13.7,4.8
1718,"No Treatment, Despite Individual's Need of Treatment",By State,South Dakota,3 (Oct 28 � Dec 21),18,9.0,3.15
1719,"No Treatment, Despite Individual's Need of Treatment",By State,Tennessee,3 (Oct 28 � Dec 21),18,9.9,2.5999999999999996
1720,"No Treatment, Despite Individual's Need of Treatment",By State,Texas,3 (Oct 28 � Dec 21),18,13.7,2.700000000000001
1721,"No Treatment, Despite Individual's Need of Treatment",By State,Utah,3 (Oct 28 � Dec 21),18,15.4,3.0500000000000007
1722,"No Treatment, Despite Individual's Need of Treatment",By State,Vermont,3 (Oct 28 � Dec 21),18,16.0,6.0
1723,"No Treatment, Despite Individual's Need of Treatment",By State,Virginia,3 (Oct 28 � Dec 21),18,10.9,2.75
1724,"No Treatment, Despite Individual's Need of Treatment",By State,Washington,3 (Oct 28 � Dec 21),18,12.6,2.75
1725,"No Treatment, Despite Individual's Need of Treatment",By State,West Virginia,3 (Oct 28 � Dec 21),18,8.9,4.0
1726,"No Treatment, Despite Individual's Need of Treatment",By State,Wisconsin,3 (Oct 28 � Dec 21),18,11.0,3.8500000000000005
1727,"No Treatment, Despite Individual's Need of Treatment",By State,Wyoming,3 (Oct 28 � Dec 21),18,11.5,3.45
1728,Took Prescription Medication,National Estimate,United States,3 (Oct 28 � Dec 21),19,21.6,0.5999999999999996
1729,Took Prescription Medication,By Age,18 - 29 years,3 (Oct 28 � Dec 21),19,19.9,1.8499999999999996
1730,Took Prescription Medication,By Age,30 - 39 years,3 (Oct 28 � Dec 21),19,21.9,1.5500000000000007
1731,Took Prescription Medication,By Age,40 - 49 years,3 (Oct 28 � Dec 21),19,21.9,1.25
1732,Took Prescription Medication,By Age,50 - 59 years,3 (Oct 28 � Dec 21),19,24.6,1.5999999999999996
1733,Took Prescription Medication,By Age,60 - 69 years,3 (Oct 28 � Dec 21),19,22.2,1.4000000000000004
1734,Took Prescription Medication,By Age,70 - 79 years,3 (Oct 28 � Dec 21),19,18.9,2.1500000000000004
1735,Took Prescription Medication,By Age,80 years and above,3 (Oct 28 � Dec 21),19,13.8,3.5999999999999996
1736,Took Prescription Medication,By Sex,Male,3 (Oct 28 � Dec 21),19,16.0,1.0500000000000007
1737,Took Prescription Medication,By Sex,Female,3 (Oct 28 � Dec 21),19,26.7,0.8500000000000014
1738,Took Prescription Medication,By Presence of Symptoms of Anxiety/Depression,Did not experience symptoms of anxiety/depression in the past 4 weeks,3 (Oct 28 � Dec 21),19,12.5,0.6999999999999993
1739,Took Prescription Medication,By Presence of Symptoms of Anxiety/Depression,Experienced symptoms of anxiety/depression in past 4 weeks,3 (Oct 28 � Dec 21),19,33.9,1.0
1740,Took Prescription Medication,By Race/Hispanic ethnicity,Hispanic or Latino,3 (Oct 28 � Dec 21),19,17.1,1.9000000000000004
1741,Took Prescription Medication,By Race/Hispanic ethnicity,"Non-Hispanic White, single race",3 (Oct 28 � Dec 21),19,24.1,0.6500000000000004
1742,Took Prescription Medication,By Race/Hispanic ethnicity,"Non-Hispanic Black, single race",3 (Oct 28 � Dec 21),19,18.0,2.749999999999999
1743,Took Prescription Medication,By Race/Hispanic ethnicity,"Non-Hispanic Asian, single race",3 (Oct 28 � Dec 21),19,8.1,2.3999999999999995
1744,Took Prescription Medication,By Race/Hispanic ethnicity,"Non-Hispanic, other races and multiple races",3 (Oct 28 � Dec 21),19,23.4,3.1999999999999993
1745,Took Prescription Medication,By Education,Less than a high school diploma,3 (Oct 28 � Dec 21),19,20.2,3.799999999999999
1746,Took Prescription Medication,By Education,High school diploma or GED,3 (Oct 28 � Dec 21),19,20.8,1.6500000000000004
1747,Took Prescription Medication,By Education,Some college/Associate's degree,3 (Oct 28 � Dec 21),19,23.2,0.9000000000000004
1748,Took Prescription Medication,By Education,Bachelor's degree or higher,3 (Oct 28 � Dec 21),19,21.1,0.7000000000000011
1749,Took Prescription Medication,By State,Alabama,3 (Oct 28 � Dec 21),19,27.1,5.25
1750,Took Prescription Medication,By State,Alaska,3 (Oct 28 � Dec 21),19,19.7,4.1000000000000005
1751,Took Prescription Medication,By State,Arizona,3 (Oct 28 � Dec 21),19,18.3,2.999999999999999
1752,Took Prescription Medication,By State,Arkansas,3 (Oct 28 � Dec 21),19,31.4,5.299999999999999
1753,Took Prescription Medication,By State,California,3 (Oct 28 � Dec 21),19,16.3,1.8499999999999996
1754,Took Prescription Medication,By State,Colorado,3 (Oct 28 � Dec 21),19,21.9,3.3499999999999996
1755,Took Prescription Medication,By State,Connecticut,3 (Oct 28 � Dec 21),19,20.1,4.15
1756,Took Prescription Medication,By State,Delaware,3 (Oct 28 � Dec 21),19,21.8,3.8499999999999996
1757,Took Prescription Medication,By State,District of Columbia,3 (Oct 28 � Dec 21),19,16.8,4.55
1758,Took Prescription Medication,By State,Florida,3 (Oct 28 � Dec 21),19,20.0,3.299999999999999
1759,Took Prescription Medication,By State,Georgia,3 (Oct 28 � Dec 21),19,21.3,5.1
1760,Took Prescription Medication,By State,Hawaii,3 (Oct 28 � Dec 21),19,13.2,4.000000000000001
1761,Took Prescription Medication,By State,Idaho,3 (Oct 28 � Dec 21),19,22.5,3.25
1762,Took Prescription Medication,By State,Illinois,3 (Oct 28 � Dec 21),19,22.1,2.9499999999999993
1763,Took Prescription Medication,By State,Indiana,3 (Oct 28 � Dec 21),19,25.5,3.1500000000000004
1764,Took Prescription Medication,By State,Iowa,3 (Oct 28 � Dec 21),19,26.1,4.300000000000001
1765,Took Prescription Medication,By State,Kansas,3 (Oct 28 � Dec 21),19,22.9,3.1999999999999993
1766,Took Prescription Medication,By State,Kentucky,3 (Oct 28 � Dec 21),19,24.2,3.5
1767,Took Prescription Medication,By State,Louisiana,3 (Oct 28 � Dec 21),19,21.5,4.0
1768,Took Prescription Medication,By State,Maine,3 (Oct 28 � Dec 21),19,22.4,4.200000000000001
1769,Took Prescription Medication,By State,Maryland,3 (Oct 28 � Dec 21),19,18.8,3.25
1770,Took Prescription Medication,By State,Massachusetts,3 (Oct 28 � Dec 21),19,25.3,2.450000000000001
1771,Took Prescription Medication,By State,Michigan,3 (Oct 28 � Dec 21),19,23.5,2.6500000000000004
1772,Took Prescription Medication,By State,Minnesota,3 (Oct 28 � Dec 21),19,23.7,2.9499999999999993
1773,Took Prescription Medication,By State,Mississippi,3 (Oct 28 � Dec 21),19,23.6,5.800000000000001
1774,Took Prescription Medication,By State,Missouri,3 (Oct 28 � Dec 21),19,25.2,3.25
1775,Took Prescription Medication,By State,Montana,3 (Oct 28 � Dec 21),19,21.0,4.4
1776,Took Prescription Medication,By State,Nebraska,3 (Oct 28 � Dec 21),19,22.4,4.299999999999999
1777,Took Prescription Medication,By State,Nevada,3 (Oct 28 � Dec 21),19,19.2,4.1000000000000005
1778,Took Prescription Medication,By State,New Hampshire,3 (Oct 28 � Dec 21),19,24.7,4.75
1779,Took Prescription Medication,By State,New Jersey,3 (Oct 28 � Dec 21),19,21.8,3.6500000000000004
1780,Took Prescription Medication,By State,New Mexico,3 (Oct 28 � Dec 21),19,19.5,3.8500000000000005
1781,Took Prescription Medication,By State,New York,3 (Oct 28 � Dec 21),19,19.4,3.5999999999999996
1782,Took Prescription Medication,By State,North Carolina,3 (Oct 28 � Dec 21),19,26.4,4.75
1783,Took Prescription Medication,By State,North Dakota,3 (Oct 28 � Dec 21),19,21.2,3.549999999999999
1784,Took Prescription Medication,By State,Ohio,3 (Oct 28 � Dec 21),19,25.6,4.549999999999999
1785,Took Prescription Medication,By State,Oklahoma,3 (Oct 28 � Dec 21),19,26.4,4.25
1786,Took Prescription Medication,By State,Oregon,3 (Oct 28 � Dec 21),19,21.2,3.049999999999999
1787,Took Prescription Medication,By State,Pennsylvania,3 (Oct 28 � Dec 21),19,20.9,3.1999999999999993
1788,Took Prescription Medication,By State,Rhode Island,3 (Oct 28 � Dec 21),19,25.3,4.600000000000001
1789,Took Prescription Medication,By State,South Carolina,3 (Oct 28 � Dec 21),19,29.3,5.949999999999999
1790,Took Prescription Medication,By State,South Dakota,3 (Oct 28 � Dec 21),19,24.2,4.5
1791,Took Prescription Medication,By State,Tennessee,3 (Oct 28 � Dec 21),19,21.2,4.1
1792,Took Prescription Medication,By State,Texas,3 (Oct 28 � Dec 21),19,19.6,2.5
1793,Took Prescription Medication,By State,Utah,3 (Oct 28 � Dec 21),19,26.4,3.4499999999999993
1794,Took Prescription Medication,By State,Vermont,3 (Oct 28 � Dec 21),19,20.7,4.25
1795,Took Prescription Medication,By State,Virginia,3 (Oct 28 � Dec 21),19,24.1,3.5500000000000007
1796,Took Prescription Medication,By State,Washington,3 (Oct 28 � Dec 21),19,24.2,2.8000000000000007
1797,Took Prescription Medication,By State,West Virginia,3 (Oct 28 � Dec 21),19,25.0,5.050000000000001
1798,Took Prescription Medication,By State,Wisconsin,3 (Oct 28 � Dec 21),19,21.6,3.1999999999999993
1799,Took Prescription Medication,By State,Wyoming,3 (Oct 28 � Dec 21),19,19.9,4.199999999999999
1800,Received Counseling or Therapy,National Estimate,United States,3 (Oct 28 � Dec 21),19,9.9,0.40000000000000036
1801,Received Counseling or Therapy,By Age,18 - 29 years,3 (Oct 28 � Dec 21),19,15.0,1.75
1802,Received Counseling or Therapy,By Age,30 - 39 years,3 (Oct 28 � Dec 21),19,13.4,1.3000000000000007
1803,Received Counseling or Therapy,By Age,40 - 49 years,3 (Oct 28 � Dec 21),19,11.6,1.0499999999999998
1804,Received Counseling or Therapy,By Age,50 - 59 years,3 (Oct 28 � Dec 21),19,8.7,0.8999999999999995
1805,Received Counseling or Therapy,By Age,60 - 69 years,3 (Oct 28 � Dec 21),19,6.0,0.9500000000000002
1806,Received Counseling or Therapy,By Age,70 - 79 years,3 (Oct 28 � Dec 21),19,4.1,0.8500000000000001
1807,Received Counseling or Therapy,By Age,80 years and above,3 (Oct 28 � Dec 21),19,3.8,2.2
1808,Received Counseling or Therapy,By Sex,Male,3 (Oct 28 � Dec 21),19,8.2,0.7000000000000002
